gene_2	SRR9417929.31933.1	21.646	328	183	10	135	452	819	28	8.69e-12	66.6
gene_5	SRR9417929.42834.1	28.495	186	116	5	57	234	823	293	4.55e-07	51.6
gene_5	SRR9417929.42007.1	27.500	160	113	3	78	234	834	355	7.44e-06	47.8
gene_5	SRR9417929.34341.1	31.000	100	68	1	85	183	610	909	6.73e-05	45.1
gene_19	SRR9417929.55237.1	28.261	138	98	1	351	488	529	939	6.16e-07	53.5
gene_24	SRR9417929.18075.1	28.378	148	87	4	194	338	208	603	5.72e-09	57.0
gene_24	SRR9417929.14674.1	23.153	203	143	4	37	239	12	581	2.02e-08	54.7
gene_34	SRR9417929.37562.1	48.000	150	69	2	1	146	566	132	2.78e-44	148
gene_34	SRR9417929.25194.1	49.286	140	70	1	7	146	1	417	4.13e-42	141
gene_34	SRR9417929.26809.1	54.955	111	50	0	1	111	334	2	6.41e-41	138
gene_34	SRR9417929.41350.1	50.420	119	54	2	1	114	192	548	1.75e-37	129
gene_34	SRR9417929.21995.1	47.414	116	56	2	1	111	86	433	2.53e-34	120
gene_34	SRR9417929.688.1	45.545	101	55	0	10	110	858	556	9.80e-31	112
gene_34	SRR9417929.10987.1	46.154	104	54	2	1	102	384	695	7.29e-30	108
gene_34	SRR9417929.20832.1	48.077	104	52	2	1	102	892	581	2.44e-29	109
gene_34	SRR9417929.29314.1	46.154	104	54	2	1	102	229	540	8.28e-29	107
gene_34	SRR9417929.49359.1	46.154	104	54	2	1	102	281	592	2.10e-28	105
gene_34	SRR9417929.19164.1	47.312	93	48	1	11	102	958	680	4.95e-25	97.8
gene_34	SRR9417929.6854.1	47.674	86	44	1	1	85	262	5	1.47e-24	95.9
gene_34	SRR9417929.57887.1	37.879	132	75	3	17	146	861	481	3.52e-23	92.0
gene_34	SRR9417929.24475.1	43.529	85	48	0	1	85	259	5	1.61e-19	82.4
gene_34	SRR9417929.37459.1	44.681	47	26	0	1	47	750	890	3.21e-08	51.2
gene_34	SRR9417929.14148.1	28.155	103	72	1	6	106	561	253	6.33e-07	47.8
gene_34	SRR9417929.33618.1	48.718	39	20	0	8	46	832	948	2.93e-06	45.8
gene_34	SRR9417929.5867.1	46.341	41	21	1	63	102	1	123	2.94e-05	42.7
gene_35	SRR9417929.54802.1	28.873	142	92	3	55	193	252	659	3.99e-09	55.8
gene_35	SRR9417929.12014.1	28.873	142	92	3	55	193	667	260	4.34e-09	55.5
gene_35	SRR9417929.53307.1	28.873	142	92	3	55	193	675	268	4.79e-09	55.8
gene_35	SRR9417929.49089.1	39.130	69	42	0	68	136	801	595	6.00e-06	46.2
gene_54	SRR9417929.16352.1	32.036	334	212	7	70	392	2	991	6.48e-49	170
gene_54	SRR9417929.54384.1	37.131	237	136	6	172	399	708	10	7.86e-39	142
gene_54	SRR9417929.56870.1	36.957	230	133	5	172	392	135	815	3.55e-38	139
gene_54	SRR9417929.54529.1	29.670	273	188	4	5	274	67	882	4.57e-34	129
gene_54	SRR9417929.6219.1	35.417	192	122	2	237	427	954	382	2.60e-33	127
gene_54	SRR9417929.53675.1	29.474	285	190	5	11	290	837	1	1.59e-32	124
gene_54	SRR9417929.29167.1	32.028	281	176	8	1	269	70	903	4.19e-32	124
gene_54	SRR9417929.35636.1	28.571	280	187	5	3	270	889	53	7.75e-32	124
gene_54	SRR9417929.44547.1	27.778	306	212	5	25	325	921	16	1.93e-31	122
gene_54	SRR9417929.2532.1	37.725	167	102	2	262	427	809	312	2.27e-31	121
gene_54	SRR9417929.52541.1	35.407	209	128	4	177	379	626	3	1.02e-30	119
gene_54	SRR9417929.17797.1	29.560	318	205	10	89	391	20	961	4.50e-30	119
gene_54	SRR9417929.50785.1	30.357	280	185	7	93	364	842	9	6.43e-30	117
gene_54	SRR9417929.1521.1	37.423	163	100	2	266	427	776	291	5.66e-29	114
gene_54	SRR9417929.17376.1	28.137	263	162	8	197	433	3	788	5.79e-29	115
gene_54	SRR9417929.27994.1	31.466	232	129	5	228	430	5	697	1.26e-28	114
gene_54	SRR9417929.16526.1	30.640	297	189	9	82	363	885	1	4.73e-28	112
gene_54	SRR9417929.46993.1	31.604	212	141	3	222	430	914	282	4.14e-27	110
gene_54	SRR9417929.5841.1	29.412	272	177	7	11	270	817	11	4.34e-27	109
gene_54	SRR9417929.11640.1	31.535	241	162	3	5	243	164	883	8.16e-27	109
gene_54	SRR9417929.58402.1	31.156	199	128	3	6	197	591	1	3.11e-26	107
gene_54	SRR9417929.3762.1	50.000	92	46	0	338	429	4	279	1.15e-25	106
gene_54	SRR9417929.28585.1	28.148	270	185	5	43	307	801	4	8.57e-25	103
gene_54	SRR9417929.26362.1	25.926	243	157	6	213	433	2	727	3.95e-24	101
gene_54	SRR9417929.11752.1	31.050	219	148	3	5	221	198	851	5.11e-23	98.6
gene_54	SRR9417929.47522.1	39.640	111	66	1	321	430	1039	707	3.67e-21	94.4
gene_54	SRR9417929.9460.1	30.769	208	141	3	5	210	140	760	4.07e-21	92.4
gene_54	SRR9417929.55009.1	28.063	253	169	6	78	321	52	798	4.97e-20	90.5
gene_54	SRR9417929.32521.1	30.409	171	99	3	281	431	854	342	6.00e-20	90.1
gene_54	SRR9417929.5878.1	35.088	114	74	0	5	118	512	171	8.05e-20	90.1
gene_54	SRR9417929.26984.1	27.304	293	194	11	59	336	3	869	3.73e-19	87.8
gene_54	SRR9417929.52646.1	40.000	95	57	0	5	99	547	831	9.02e-19	86.3
gene_54	SRR9417929.15446.1	34.058	138	85	1	5	142	565	170	1.75e-18	85.9
gene_54	SRR9417929.46446.1	35.878	131	81	2	5	134	324	710	1.30e-17	82.4
gene_54	SRR9417929.15467.1	26.702	191	119	5	261	431	10	579	1.59e-17	83.6
gene_54	SRR9417929.51196.1	34.043	141	81	3	303	431	793	371	7.31e-16	77.8
gene_54	SRR9417929.18869.1	26.190	210	146	3	178	386	222	827	4.48e-15	75.9
gene_54	SRR9417929.52878.1	31.933	119	77	3	1	118	559	212	2.19e-14	73.9
gene_54	SRR9417929.35980.1	30.894	123	68	2	324	429	975	607	8.67e-14	72.4
gene_54	SRR9417929.14703.1	42.466	73	42	0	358	430	924	706	8.61e-13	69.3
gene_54	SRR9417929.46169.1	32.500	80	54	0	6	85	593	832	2.85e-09	58.2
gene_54	SRR9417929.55069.1	29.592	98	52	2	351	431	1	294	1.54e-07	53.1
gene_54	SRR9417929.45419.1	36.667	60	38	0	371	430	5	184	1.81e-06	49.7
gene_54	SRR9417929.39251.1	22.335	197	136	5	172	352	816	229	4.36e-06	48.9
gene_59	SRR9417929.30259.1	56.667	150	54	2	1	150	724	308	4.26e-52	181
gene_59	SRR9417929.30951.1	35.193	233	106	6	324	555	24	590	2.06e-25	104
gene_59	SRR9417929.48858.1	45.455	99	51	2	23	118	2	298	3.56e-21	95.5
gene_59	SRR9417929.2464.1	27.459	244	72	4	332	575	52	468	6.14e-19	88.2
gene_59	SRR9417929.548.1	64.407	59	21	0	4	62	701	877	1.75e-18	86.7
gene_59	SRR9417929.58961.1	30.070	143	71	1	2	115	448	876	9.57e-17	81.6
gene_59	SRR9417929.24868.1	27.941	136	69	3	2	108	436	843	2.47e-13	71.2
gene_59	SRR9417929.6893.1	29.915	117	61	2	4	99	477	127	9.03e-09	57.4
gene_59	SRR9417929.36024.1	29.060	117	62	2	4	99	336	686	2.71e-08	56.2
gene_59	SRR9417929.28064.1	28.205	117	63	2	4	99	495	145	2.77e-08	56.2
gene_59	SRR9417929.48945.1	29.060	117	62	2	4	99	3	353	4.35e-08	55.8
gene_59	SRR9417929.35417.1	29.060	117	62	2	4	99	582	232	5.28e-08	55.5
gene_59	SRR9417929.33264.1	61.765	34	13	0	8	41	370	269	2.14e-07	53.1
gene_59	SRR9417929.33264.1	52.083	48	23	0	530	577	718	575	2.06e-05	47.0
gene_59	SRR9417929.43466.1	28.205	117	63	2	4	99	404	754	2.16e-07	53.5
gene_59	SRR9417929.14130.1	61.765	34	13	0	8	41	370	269	2.46e-07	53.1
gene_59	SRR9417929.14130.1	52.083	48	23	0	530	577	718	575	1.54e-05	47.8
gene_59	SRR9417929.25777.1	28.205	117	63	2	4	99	68	418	5.54e-07	52.0
gene_59	SRR9417929.18896.1	23.016	126	67	2	4	99	269	646	2.71e-06	49.7
gene_59	SRR9417929.49028.1	51.020	49	24	0	529	577	797	651	6.75e-06	48.5
gene_59	SRR9417929.11739.1	46.809	47	25	0	531	577	683	543	3.32e-05	46.6
gene_59	SRR9417929.17144.1	39.683	63	37	1	515	577	678	493	5.12e-05	45.8
gene_66	SRR9417929.55810.1	32.000	150	79	7	22	164	635	234	1.15e-08	53.1
gene_66	SRR9417929.32038.1	27.007	137	85	4	22	157	105	473	2.60e-05	43.5
